airfoil_id,polar_id,Re,max_thickness,x_at_max_thickness,max_camber,x_at_max_camber,max_cl,alpha_at_max_cl,cl_alpha_slope,stall_angle,cl_at_stall
e180-il,xf-e180-il-200000,200000.0,0.0568,0.076,0.06502,0.335,1.0934,10.25,0.1003883603609038,10.5,1.0692
e180-il,xf-e180-il-50000,50000.0,0.0568,0.076,0.06502,0.335,1.0344,9.5,0.1091443469063987,10.5,1.0081
e180-il,xf-e180-il-500000,500000.0,0.0568,0.076,0.06502,0.335,1.1285,10.75,0.1044322580645161,11.75,1.0813
e182-il,xf-e182-il-100000,100000.0,0.08359,0.375,0.05937,0.328,0.97,9.5,0.0952281121099947,10.0,0.9456
e182-il,xf-e182-il-1000000,1000000.0,0.08359,0.375,0.05937,0.328,1.0392,9.5,0.1094102054525434,9.5,1.0392
e182-il,xf-e182-il-200000,200000.0,0.08359,0.375,0.05937,0.328,0.9932,9.5,0.1014911279953243,9.5,0.9932
e182-il,xf-e182-il-50000,50000.0,0.08359,0.375,0.05937,0.328,0.9556,9.0,0.102482221047065,9.5,0.9227
e182-il,xf-e182-il-500000,500000.0,0.08359,0.375,0.05937,0.328,0.9863,9.0,0.1081035001296345,9.0,0.9863
e184-il,xf-e184-il-100000,100000.0,0.0725,0.156,0.05362,0.321,0.8691,8.5,0.0908634584875727,8.75,0.867
e184-il,xf-e184-il-1000000,1000000.0,0.0725,0.156,0.05362,0.321,0.9101,8.5,0.1148493506493506,8.5,0.9101
e184-il,xf-e184-il-200000,200000.0,0.0725,0.156,0.05362,0.321,0.8847,8.75,0.1046369924812029,8.75,0.8847
e184-il,xf-e184-il-50000,50000.0,0.0725,0.156,0.05362,0.321,0.8522,8.5,0.0958325099204324,9.25,0.8484
e184-il,xf-e184-il-500000,500000.0,0.0725,0.156,0.05362,0.321,0.8945,8.5,0.112124289044289,8.5,0.8945
e186-il,xf-e186-il-100000,100000.0,0.04922,0.042,0.06445,0.31,0.9679,10.0,0.0979288841882602,11.0,0.9349
e186-il,xf-e186-il-1000000,1000000.0,0.04922,0.042,0.06445,0.31,1.0854,10.75,0.1191570023419203,13.5,1.0323
e186-il,xf-e186-il-200000,200000.0,0.04922,0.042,0.06445,0.31,1.0033,10.75,0.1074647065044949,11.5,0.964
e186-il,xf-e186-il-50000,50000.0,0.04922,0.042,0.06445,0.31,0.9528,10.0,0.0927246747752512,10.5,0.9184
e186-il,xf-e186-il-500000,500000.0,0.04922,0.042,0.06445,0.31,1.0287,11.0,0.1150714965626652,12.25,0.9826
e193-il,xf-e193-il-100000,100000.0,0.09556,0.447,0.08604,0.354,1.2804,12.25,0.0997293918561607,13.25,1.2394
e193-il,xf-e193-il-1000000,1000000.0,0.09556,0.447,0.08604,0.354,1.3479,14.5,0.1018428344791115,16.75,1.2948
e193-il,xf-e193-il-200000,200000.0,0.09556,0.447,0.08604,0.354,1.2785,12.75,0.0975675919575297,14.5,1.2205
e193-il,xf-e193-il-50000,50000.0,0.09556,0.447,0.08604,0.354,1.2742,11.5,0.1095687257131827,12.5,1.213
e193-il,xf-e193-il-500000,500000.0,0.09556,0.447,0.08604,0.354,1.3108,14.0,0.099146826557473,15.75,1.246
e195-il,xf-e195-il-100000,100000.0,0.00206,0.986,0.09004,0.35,1.2307,12.75,0.0997305975674246,14.25,1.17
e195-il,xf-e195-il-1000000,1000000.0,0.00206,0.986,0.09004,0.35,1.3186,15.0,0.1023962888629249,18.5,1.2532
e195-il,xf-e195-il-200000,200000.0,0.00206,0.986,0.09004,0.35,1.2422,14.0,0.0995153040719196,15.5,1.1858
e195-il,xf-e195-il-50000,50000.0,0.00206,0.986,0.09004,0.35,1.2246,11.75,0.1020826229508197,13.0,1.167
e195-il,xf-e195-il-500000,500000.0,0.00206,0.986,0.09004,0.35,1.2695,15.25,0.1013397778952935,17.25,1.2133
e197-il,xf-e197-il-100000,100000.0,0.01429,0.003,0.09415,0.346,1.2005,14.0,0.1019735378106821,15.25,1.1613
e197-il,xf-e197-il-200000,200000.0,0.01429,0.003,0.09415,0.346,1.2009,15.25,0.1037920676890534,16.75,1.1414
e197-il,xf-e197-il-50000,50000.0,0.01429,0.003,0.09415,0.346,1.2075,13.0,0.0903225944902713,13.75,1.1487
e201-il,xf-e201-il-100000,100000.0,0.10402,0.494,0.08895,0.353,1.2487,12.5,0.1039499312533051,13.75,1.1944
e201-il,xf-e201-il-1000000,1000000.0,0.10402,0.494,0.08895,0.353,1.3344,14.75,0.1018251380332133,18.0,1.2699
e201-il,xf-e201-il-200000,200000.0,0.10402,0.494,0.08895,0.353,1.2643,13.75,0.0988502379693284,15.25,1.2033
e201-il,xf-e201-il-50000,50000.0,0.10402,0.494,0.08895,0.353,1.2373,11.5,0.1078883765203596,12.75,1.1792
e201-il,xf-e201-il-500000,500000.0,0.10402,0.494,0.08895,0.353,1.2873,15.0,0.1002144631843972,17.0,1.2349
e203-il,xf-e203-il-100000,100000.0,0.01448,0.003,0.09203,0.352,1.2315,13.25,0.1085070544685352,14.5,1.1774
e203-il,xf-e203-il-1000000,1000000.0,0.01448,0.003,0.09203,0.352,1.3616,14.5,0.1021806874669487,18.0,1.2957
e203-il,xf-e203-il-200000,200000.0,0.01448,0.003,0.09203,0.352,1.2333,14.5,0.1006467900581702,16.0,1.1833
e203-il,xf-e203-il-50000,50000.0,0.01448,0.003,0.09203,0.352,1.2232,12.0,0.1082953557917492,13.5,1.1731
e203-il,xf-e203-il-500000,500000.0,0.01448,0.003,0.09203,0.352,1.2691,13.5,0.1008665075127418,18.25,1.2153
e205-il,xf-e205-il-100000,100000.0,0.02577,0.011,0.08214,0.341,1.2071,12.5,0.100832363828662,13.75,1.1592
e205-il,xf-e205-il-1000000,1000000.0,0.02577,0.011,0.08214,0.341,1.3122,13.5,0.1061122373929803,16.5,1.2601
e205-il,xf-e205-il-200000,200000.0,0.02577,0.011,0.08214,0.341,1.2005,13.5,0.1007387298370453,15.0,1.1523
e205-il,xf-e205-il-50000,50000.0,0.02577,0.011,0.08214,0.341,1.1926,11.5,0.1058580433632998,13.0,1.1471
e205-il,xf-e205-il-500000,500000.0,0.02577,0.011,0.08214,0.341,1.2361,11.75,0.1034861543676773,16.5,1.1821
e207-il,xf-e207-il-100000,100000.0,0.0133999999999999,0.003,0.08483,0.34,1.1901,12.75,0.104447868852459,14.25,1.1393
e207-il,xf-e207-il-1000000,1000000.0,0.0133999999999999,0.003,0.08483,0.34,1.3231,14.0,0.1070282138698966,17.5,1.2624
e207-il,xf-e207-il-200000,200000.0,0.0133999999999999,0.003,0.08483,0.34,1.1833,14.25,0.1034215547329455,15.75,1.1396
e207-il,xf-e207-il-50000,50000.0,0.0133999999999999,0.003,0.08483,0.34,1.2038,12.0,0.1013881755684823,12.75,1.1453
e207-il,xf-e207-il-500000,500000.0,0.0133999999999999,0.003,0.08483,0.34,1.2399,12.75,0.1056775678776844,17.5,1.1787
e209-il,xf-e209-il-100000,100000.0,0.00246,0.986,0.08764,0.338,1.1953,13.5,0.1098702062400846,14.75,1.1371
e209-il,xf-e209-il-1000000,1000000.0,0.00246,0.986,0.08764,0.338,1.35,14.25,0.1066942781597038,18.25,1.2832
e209-il,xf-e209-il-200000,200000.0,0.00246,0.986,0.08764,0.338,1.1739,14.5,0.1053616076150185,17.25,1.1219
e209-il,xf-e209-il-50000,50000.0,0.00246,0.986,0.08764,0.338,1.1795,12.75,0.0989769222633527,13.25,1.1309
e210-il,xf-e210-il-100000,100000.0,0.0004799999999999,0.996,0.10619,0.366,1.481,10.5,0.1134499629825489,12.75,1.4087
e210-il,xf-e210-il-1000000,1000000.0,0.0004799999999999,0.996,0.10619,0.366,1.5646,13.25,0.102491084082496,19.0,1.4924
e210-il,xf-e210-il-200000,200000.0,0.0004799999999999,0.996,0.10619,0.366,1.4765,10.5,0.105235134849286,14.0,1.4079
e211-il,xf-e211-il-100000,100000.0,0.0,0.0,0.07847,0.363,1.2534,10.75,0.1210899841353781,12.0,1.2025
e211-il,xf-e211-il-1000000,1000000.0,0.0,0.0,0.07847,0.363,1.3723,13.0,0.1003032225809062,15.5,1.3121
e211-il,xf-e211-il-200000,200000.0,0.0,0.0,0.07847,0.363,1.2896,11.75,0.1093503007585996,13.25,1.2302
e211-il,xf-e211-il-50000,50000.0,0.0,0.0,0.07847,0.363,1.2142,10.25,0.1234561184558435,11.25,1.1687
e211-il,xf-e211-il-500000,500000.0,0.0,0.0,0.07847,0.363,1.3268,12.5,0.1015571992579901,14.25,1.2606
e212-il,xf-e212-il-100000,100000.0,0.02932,0.835,0.07708,0.367,1.3361,10.75,0.1218672871496562,12.25,1.27
e212-il,xf-e212-il-1000000,1000000.0,0.02932,0.835,0.07708,0.367,1.49,13.25,0.1019400208664838,16.0,1.4213
e212-il,xf-e212-il-200000,200000.0,0.02932,0.835,0.07708,0.367,1.3772,12.0,0.1127642438564329,13.25,1.3254
e212-il,xf-e212-il-50000,50000.0,0.02932,0.835,0.07708,0.367,1.2912,10.25,0.1263677419354839,11.5,1.2299
e212-il,xf-e212-il-500000,500000.0,0.02932,0.835,0.07708,0.367,1.4261,13.0,0.1032924378635642,15.25,1.3615
e214-il,xf-e214-il-100000,100000.0,0.08189,0.104,0.09332,0.376,1.4151,13.0,0.1255874084465935,14.25,1.3611
e214-il,xf-e214-il-1000000,1000000.0,0.08189,0.104,0.09332,0.376,1.5772,14.25,0.0975284577328457,17.5,1.5009
e214-il,xf-e214-il-200000,200000.0,0.08189,0.104,0.09332,0.376,1.4033,14.5,0.1069042137546058,16.0,1.3436
e214-il,xf-e214-il-50000,50000.0,0.08189,0.104,0.09332,0.376,1.4222,11.25,0.1252948994088938,13.0,1.354
e216-il,xf-e216-il-100000,100000.0,0.00028,0.997,0.09754,0.397,1.5706,13.25,0.1379443680592279,15.0,1.5057
e216-il,xf-e216-il-1000000,1000000.0,0.00028,0.997,0.09754,0.397,1.76,13.25,0.0970906424438183,16.75,1.6778
e216-il,xf-e216-il-200000,200000.0,0.00028,0.997,0.09754,0.397,1.5791,14.5,0.1138101496564194,16.5,1.5025
e216-il,xf-e216-il-50000,50000.0,0.00028,0.997,0.09754,0.397,1.5702,11.75,0.1404886993967043,13.25,1.4934
e216-il,xf-e216-il-500000,500000.0,0.00028,0.997,0.09754,0.397,1.6634,12.25,0.1013683154261484,17.5,1.5875
e220-il,xf-e220-il-100000,100000.0,0.05943,0.052,0.08188,0.377,1.1275,12.0,0.0917233209941829,13.75,1.0785
e220-il,xf-e220-il-1000000,1000000.0,0.05943,0.052,0.08188,0.377,1.2852,15.25,0.1154208566895822,17.25,1.2237
e220-il,xf-e220-il-200000,200000.0,0.05943,0.052,0.08188,0.377,1.1219,13.5,0.1023819354838709,15.0,1.076
e220-il,xf-e220-il-50000,50000.0,0.05943,0.052,0.08188,0.377,1.1408,11.5,0.1085567636171338,12.25,1.0897
e220-il,xf-e220-il-500000,500000.0,0.05943,0.052,0.08188,0.377,1.1673,13.75,0.1107743416181914,16.75,1.1163
e221-il,xf-e221-il-100000,100000.0,0.03006,0.017,0.06514,0.281,1.097,11.0,0.1033662400846113,12.0,1.0453
e221-il,xf-e221-il-1000000,1000000.0,0.03006,0.017,0.06514,0.281,1.2342,14.0,0.1110113590692755,15.75,1.1838
e221-il,xf-e221-il-200000,200000.0,0.03006,0.017,0.06514,0.281,1.1202,11.75,0.1025836488630354,13.0,1.076
e221-il,xf-e221-il-50000,50000.0,0.03006,0.017,0.06514,0.281,1.06,10.25,0.1070108937070333,11.25,1.0115
e221-il,xf-e221-il-500000,500000.0,0.03006,0.017,0.06514,0.281,1.1497,12.5,0.1072579676300792,14.5,1.105
e222-il,xf-e222-il-100000,100000.0,0.06558,0.652,0.07378,0.357,1.2458,11.0,0.1189884928609201,11.75,1.2033
e222-il,xf-e222-il-1000000,1000000.0,0.06558,0.652,0.07378,0.357,1.3811,13.0,0.1010237757800105,15.25,1.3158
e222-il,xf-e222-il-200000,200000.0,0.06558,0.652,0.07378,0.357,1.2653,11.5,0.1088991010047594,13.0,1.2067
e222-il,xf-e222-il-50000,50000.0,0.06558,0.652,0.07378,0.357,1.1964,10.0,0.1227098466419883,11.25,1.1448
e222-il,xf-e222-il-500000,500000.0,0.06558,0.652,0.07378,0.357,1.3223,12.5,0.1009647260775212,14.5,1.2678
e224-il,xf-e224-il-100000,100000.0,0.10084,0.254,0.06689,0.345,1.1396,10.25,0.1161882813326282,11.5,1.0853
e224-il,xf-e224-il-1000000,1000000.0,0.10084,0.254,0.06689,0.345,1.3662,13.5,0.1037560787165052,16.25,1.2985
e224-il,xf-e224-il-200000,200000.0,0.10084,0.254,0.06689,0.345,1.1826,11.0,0.108831475409836,12.25,1.1344
e224-il,xf-e224-il-50000,50000.0,0.10084,0.254,0.06689,0.345,1.083,9.5,0.1185664727657324,10.5,1.0446
e224-il,xf-e224-il-500000,500000.0,0.10084,0.254,0.06689,0.345,1.2455,12.75,0.1027675166838285,14.0,1.192
e226-il,xf-e226-il-100000,100000.0,0.01355,0.922,0.06016,0.332,1.0047,10.0,0.1117311475409836,11.0,0.9778
e226-il,xf-e226-il-1000000,1000000.0,0.01355,0.922,0.06016,0.332,1.1579,12.5,0.1051494658910629,13.75,1.1158
e226-il,xf-e226-il-200000,200000.0,0.01355,0.922,0.06016,0.332,1.0603,10.5,0.1078869381279746,11.25,1.0172
e226-il,xf-e226-il-50000,50000.0,0.01355,0.922,0.06016,0.332,0.9576,9.25,0.1111300052882073,10.5,0.9143
e226-il,xf-e226-il-500000,500000.0,0.01355,0.922,0.06016,0.332,1.1098,11.0,0.1037893812797462,12.5,1.0558
e228-il,xf-e228-il-100000,100000.0,0.0382,0.024,0.05308,0.319,0.8796,9.25,0.1075699629825489,10.25,0.8377
e228-il,xf-e228-il-1000000,1000000.0,0.0382,0.024,0.05308,0.319,1.0956,11.75,0.1113675515600211,14.0,1.047
e228-il,xf-e228-il-200000,200000.0,0.0382,0.024,0.05308,0.319,0.9232,10.0,0.1083119619249075,11.25,0.8816
e228-il,xf-e228-il-50000,50000.0,0.0382,0.024,0.05308,0.319,0.8472,9.0,0.101379841353781,9.75,0.8154
e228-il,xf-e228-il-500000,500000.0,0.0382,0.024,0.05308,0.319,1.0231,11.25,0.1089075835213759,12.5,0.9859
e230-il,xf-e230-il-100000,100000.0,0.0003599999999999,0.997,-0.05392,0.34,0.7678,9.25,0.1017919619249075,9.25,0.7678
e230-il,xf-e230-il-1000000,1000000.0,0.0003599999999999,0.997,-0.05392,0.34,0.9595,10.5,0.116534405076679,12.25,0.9169
e230-il,xf-e230-il-200000,200000.0,0.0003599999999999,0.997,-0.05392,0.34,0.8167,9.0,0.108795790586991,9.75,0.7784
e230-il,xf-e230-il-50000,50000.0,0.0003599999999999,0.997,-0.05392,0.34,0.7195,8.0,0.0958880888369374,9.0,0.7137
e230-il,xf-e230-il-500000,500000.0,0.0003599999999999,0.997,-0.05392,0.34,0.8866,10.0,0.1135353457514285,10.0,0.8866
e231-il,xf-e231-il-100000,100000.0,0.10355,0.177,0.08628,0.394,1.1333,12.75,0.1129638106370543,14.25,1.0859
e231-il,xf-e231-il-1000000,1000000.0,0.10355,0.177,0.08628,0.394,1.2784,15.5,0.0966948915917504,17.5,1.2201
e231-il,xf-e231-il-200000,200000.0,0.10355,0.177,0.08628,0.394,1.1091,13.25,0.0934173876255949,16.0,1.0581
e231-il,xf-e231-il-50000,50000.0,0.10355,0.177,0.08628,0.394,1.1536,10.75,0.1135260497091486,12.25,1.1196
e231-il,xf-e231-il-500000,500000.0,0.10355,0.177,0.08628,0.394,1.1925,13.5,0.1001859756742464,16.75,1.134
e266-il,xf-e266-il-100000,100000.0,0.1732,0.398,30.0,32.0,1.1671,17.75,0.0347008437059324,18.75,1.1204
e266-il,xf-e266-il-200000,200000.0,0.1732,0.398,30.0,32.0,1.2192,10.0,0.0847695187731359,12.0,1.1611
e266-il,xf-e266-il-50000,50000.0,0.1732,0.398,30.0,32.0,1.111,15.75,0.0592923744050766,16.75,1.0684
e266-il,xf-e266-il-500000,500000.0,0.1732,0.398,30.0,32.0,1.1879,9.0,0.0997690322580645,10.5,1.1345
e297-il,xf-e297-il-100000,100000.0,0.11388,0.377,36.0,35.0,0.8103,8.75,0.1142572184029614,9.5,0.7776
e297-il,xf-e297-il-1000000,1000000.0,0.11388,0.377,36.0,35.0,0.942,10.0,0.1026908794661606,10.0,0.942
e297-il,xf-e297-il-200000,200000.0,0.11388,0.377,36.0,35.0,0.821,9.0,0.1046874342489772,9.5,0.8133
e297-il,xf-e297-il-50000,50000.0,0.11388,0.377,36.0,35.0,0.7996,8.75,0.0870666737176097,9.0,0.7736
e297-il,xf-e297-il-500000,500000.0,0.11388,0.377,36.0,35.0,0.8877,9.75,0.0982814017379019,9.75,0.8877
e325-il,xf-e325-il-100000,100000.0,0.07344,0.064,39.0,34.0,1.1506,10.5,0.0980111522303629,12.0,1.0981
e325-il,xf-e325-il-1000000,1000000.0,0.07344,0.064,39.0,34.0,1.2172,13.5,0.1024448439978847,16.25,1.1656
e325-il,xf-e325-il-200000,200000.0,0.07344,0.064,39.0,34.0,1.1944,10.75,0.113557567424643,11.75,1.1465
e325-il,xf-e325-il-50000,50000.0,0.07344,0.064,39.0,34.0,0.7246,5.5,0.0529229690239625,6.0,0.7186
e325-il,xf-e325-il-500000,500000.0,0.07344,0.064,39.0,34.0,1.1824,12.75,0.09943624809608,13.75,1.1291
e326-il,xf-e326-il-100000,100000.0,0.03163,0.886,39.0,34.0,1.1928,10.75,0.0987225171866737,12.5,1.1402
e326-il,xf-e326-il-1000000,1000000.0,0.03163,0.886,39.0,34.0,1.2705,14.0,0.1028645372818614,16.75,1.2085
e326-il,xf-e326-il-200000,200000.0,0.03163,0.886,39.0,34.0,1.2315,10.75,0.1121996776882467,11.75,1.1865
e326-il,xf-e326-il-50000,50000.0,0.03163,0.886,39.0,34.0,0.7022,4.75,0.065287116648012,5.5,0.6762
e326-il,xf-e326-il-500000,500000.0,0.03163,0.886,39.0,34.0,1.243,12.25,0.0987929349550502,14.5,1.1828
e327-il,xf-e327-il-100000,100000.0,0.13001,0.276,39.0,34.0,1.2276,11.5,0.0960368657960544,14.5,1.1694
e327-il,xf-e327-il-1000000,1000000.0,0.13001,0.276,39.0,34.0,1.3356,14.0,0.1034931258682967,17.0,1.2714
e327-il,xf-e327-il-200000,200000.0,0.13001,0.276,39.0,34.0,1.2574,10.75,0.1107209891636566,13.75,1.1995
e327-il,xf-e327-il-50000,50000.0,0.13001,0.276,39.0,34.0,0.6754,4.0,0.0500090874224478,4.75,0.6577
e327-il,xf-e327-il-500000,500000.0,0.13001,0.276,39.0,34.0,1.2954,11.75,0.0986348096693526,15.25,1.2335
e328-il,xf-e328-il-100000,100000.0,0.12415,0.469,40.0,33.0,1.2999,12.25,0.0936137635131205,15.0,1.2528
e328-il,xf-e328-il-1000000,1000000.0,0.12415,0.469,40.0,33.0,1.4014,14.0,0.1039335590498494,17.25,1.3343
e328-il,xf-e328-il-200000,200000.0,0.12415,0.469,40.0,33.0,1.3075,12.5,0.1093805605499735,15.25,1.2422
e328-il,xf-e328-il-50000,50000.0,0.12415,0.469,40.0,33.0,0.6417,4.0,0.0426091380222104,4.0,0.6417
e328-il,xf-e328-il-500000,500000.0,0.12415,0.469,40.0,33.0,1.3553,13.5,0.0985946008831459,16.0,1.2915
e329-il,xf-e329-il-100000,100000.0,0.12686,0.211,39.0,34.0,1.3727,13.5,0.0872443092262629,15.75,1.3086
e329-il,xf-e329-il-1000000,1000000.0,0.12686,0.211,39.0,34.0,1.4804,14.0,0.1028690428344791,17.25,1.4068
e329-il,xf-e329-il-200000,200000.0,0.12686,0.211,39.0,34.0,1.3905,12.75,0.1054341480060652,15.25,1.3294
e329-il,xf-e329-il-500000,500000.0,0.12686,0.211,39.0,34.0,1.4322,13.5,0.0985564884576781,16.0,1.369
e330-il,xf-e330-il-100000,100000.0,0.0074699999999999,0.001,39.0,33.0,1.1531,11.0,0.104818720253834,12.75,1.0989
e330-il,xf-e330-il-1000000,1000000.0,0.0074699999999999,0.001,39.0,33.0,1.3234,13.0,0.1088243680592279,14.75,1.2604
e330-il,xf-e330-il-200000,200000.0,0.0074699999999999,0.001,39.0,33.0,1.1878,10.75,0.1118693178212586,12.0,1.1351
e330-il,xf-e330-il-50000,50000.0,0.0074699999999999,0.001,39.0,33.0,0.7085,5.75,0.067236234796404,6.25,0.6965
e330-il,xf-e330-il-500000,500000.0,0.0074699999999999,0.001,39.0,33.0,1.2784,12.0,0.1215709045475153,12.75,1.2172
e331-il,xf-e331-il-100000,100000.0,0.04794,0.031,38.0,34.0,1.2087,11.25,0.1001353055311303,13.5,1.1535
e331-il,xf-e331-il-1000000,1000000.0,0.04794,0.031,38.0,34.0,1.3682,12.5,0.1073894677364673,15.0,1.305
e331-il,xf-e331-il-200000,200000.0,0.04794,0.031,38.0,34.0,1.2385,11.0,0.1101756742464304,12.75,1.1772
e331-il,xf-e331-il-50000,50000.0,0.04794,0.031,38.0,34.0,0.7005,5.5,0.0723351050038891,5.5,0.7005
e331-il,xf-e331-il-500000,500000.0,0.04794,0.031,38.0,34.0,1.3086,11.75,0.1185826510447942,13.5,1.248
e332-il,xf-e332-il-100000,100000.0,0.0204799999999999,0.92,39.0,34.0,1.2688,11.75,0.1005853398048884,14.5,1.2079
e332-il,xf-e332-il-1000000,1000000.0,0.0204799999999999,0.92,39.0,34.0,1.3824,11.75,0.1055843487230252,16.5,1.3163
e332-il,xf-e332-il-200000,200000.0,0.0204799999999999,0.92,39.0,34.0,1.2835,11.5,0.1073038537693412,14.0,1.2249
e332-il,xf-e332-il-50000,50000.0,0.0204799999999999,0.92,39.0,34.0,0.6657,4.5,0.0528747851405014,4.5,0.6657
e332-il,xf-e332-il-500000,500000.0,0.0204799999999999,0.92,39.0,34.0,1.3326,11.25,0.1162047096515188,15.25,1.2708
e333-il,xf-e333-il-100000,100000.0,0.10638,0.47,39.0,33.0,1.3415,11.75,0.0992016922263352,14.75,1.2825
e333-il,xf-e333-il-1000000,1000000.0,0.10638,0.47,39.0,33.0,1.4364,14.25,0.1059382337387625,17.0,1.3672
e333-il,xf-e333-il-200000,200000.0,0.10638,0.47,39.0,33.0,1.3486,12.0,0.1063206134320465,14.75,1.285
e333-il,xf-e333-il-50000,50000.0,0.10638,0.47,39.0,33.0,0.6154,3.25,0.0471208113364823,4.0,0.6028
e333-il,xf-e333-il-500000,500000.0,0.10638,0.47,39.0,33.0,1.3927,12.75,0.1127281649920677,15.75,1.327
e334-il,xf-e334-il-100000,100000.0,0.00953,0.001,39.0,34.0,1.4121,13.0,0.096176587701498,15.5,1.3417
e334-il,xf-e334-il-1000000,1000000.0,0.00953,0.001,39.0,34.0,1.5039,13.75,0.1054692584914686,16.75,1.4382
e334-il,xf-e334-il-200000,200000.0,0.00953,0.001,39.0,34.0,1.4246,12.5,0.1032898212219772,15.0,1.3591
e334-il,xf-e334-il-500000,500000.0,0.00953,0.001,39.0,34.0,1.4643,12.75,0.1082792742846352,16.0,1.3926
e335-il,xf-e335-il-100000,100000.0,0.09906,0.12,39.0,34.0,1.2445,11.25,0.1009133791644632,12.75,1.1921
e335-il,xf-e335-il-1000000,1000000.0,0.09906,0.12,39.0,34.0,1.2928,14.75,0.1026969153662818,15.5,1.2397
e335-il,xf-e335-il-200000,200000.0,0.09906,0.12,39.0,34.0,1.2909,11.5,0.1129320234616555,12.5,1.2343
e335-il,xf-e335-il-50000,50000.0,0.09906,0.12,39.0,34.0,0.6673,4.75,0.0500411845584347,5.0,0.6437
e335-il,xf-e335-il-500000,500000.0,0.09906,0.12,39.0,34.0,1.3585,12.25,0.117527068630175,13.25,1.2907
e336-il,xf-e336-il-100000,100000.0,0.02589,0.008,39.0,34.0,1.2741,11.75,0.0983754820783551,13.5,1.22
e336-il,xf-e336-il-1000000,1000000.0,0.02589,0.008,39.0,34.0,1.3564,13.75,0.1004687868139014,15.5,1.3009
e336-il,xf-e336-il-200000,200000.0,0.02589,0.008,39.0,34.0,1.3335,11.5,0.1120011331994792,12.75,1.274
e336-il,xf-e336-il-50000,50000.0,0.02589,0.008,39.0,34.0,0.6469,4.25,0.0360028988895382,4.5,0.6152
e336-il,xf-e336-il-500000,500000.0,0.02589,0.008,39.0,34.0,1.4001,12.0,0.1164747985551542,13.0,1.3406
e337-il,xf-e337-il-100000,100000.0,0.00604,0.0,40.0,34.0,1.2874,11.5,0.0980850555261766,12.25,1.238
e337-il,xf-e337-il-1000000,1000000.0,0.00604,0.0,40.0,34.0,1.4076,13.0,0.0994868450427616,16.0,1.3427
e337-il,xf-e337-il-200000,200000.0,0.00604,0.0,40.0,34.0,1.3641,11.5,0.1088166770191411,13.75,1.3019
e337-il,xf-e337-il-50000,50000.0,0.00604,0.0,40.0,34.0,0.6187,3.25,0.0389637208157741,3.5,0.5927
e337-il,xf-e337-il-500000,500000.0,0.00604,0.0,40.0,34.0,1.4316,11.75,0.1149470227535389,12.75,1.3707
e338-il,xf-e338-il-100000,100000.0,0.06728,0.767,39.0,34.0,1.319,14.0,0.0910827287149656,14.0,1.319
e338-il,xf-e338-il-1000000,1000000.0,0.06728,0.767,39.0,34.0,1.4423,12.25,0.0986903014278159,16.25,1.3778
e338-il,xf-e338-il-200000,200000.0,0.06728,0.767,39.0,34.0,1.3897,13.0,0.1088581279746166,15.0,1.3432
e338-il,xf-e338-il-50000,50000.0,0.06728,0.767,39.0,34.0,0.5911,2.5,0.0314854103781477,2.5,0.5911
e338-il,xf-e338-il-500000,500000.0,0.06728,0.767,39.0,34.0,1.4396,11.25,0.1137252099522989,15.0,1.3775
e339-il,xf-e339-il-100000,100000.0,0.02481,0.006,40.0,33.0,1.0634,8.0,0.0846300876680304,8.0,1.0634
e339-il,xf-e339-il-1000000,1000000.0,0.02481,0.006,40.0,33.0,1.5119,13.75,0.0979198730830248,16.5,1.442
e339-il,xf-e339-il-200000,200000.0,0.02481,0.006,40.0,33.0,1.4596,13.25,0.106313019566367,15.75,1.3934
e339-il,xf-e339-il-50000,50000.0,0.02481,0.006,40.0,33.0,0.5394,1.5,0.0307803463203463,1.75,0.5272
e339-il,xf-e339-il-500000,500000.0,0.02481,0.006,40.0,33.0,1.4947,13.25,0.1111940364030218,15.75,1.4249
e340-il,xf-e340-il-100000,100000.0,0.01669,0.945,39.0,34.0,1.2302,12.0,0.0995870121628768,12.0,1.2302
e340-il,xf-e340-il-1000000,1000000.0,0.01669,0.945,39.0,34.0,1.2928,15.0,0.1027593675237584,16.75,1.2282
e340-il,xf-e340-il-200000,200000.0,0.01669,0.945,39.0,34.0,1.3677,12.25,0.1159996615547329,13.25,1.3038
e340-il,xf-e340-il-50000,50000.0,0.01669,0.945,39.0,34.0,0.6163,3.75,0.0448264662328391,4.0,0.5952
e340-il,xf-e340-il-500000,500000.0,0.01669,0.945,39.0,34.0,1.376,13.0,0.1166129430468024,14.25,1.3158
e341-il,xf-e341-il-100000,100000.0,0.07368,0.051,40.0,33.0,1.0827,8.75,0.0979686344024883,8.75,1.0827
e341-il,xf-e341-il-1000000,1000000.0,0.07368,0.051,40.0,33.0,1.3975,14.5,0.1030934743521946,16.75,1.3308
e341-il,xf-e341-il-200000,200000.0,0.07368,0.051,40.0,33.0,1.4024,12.25,0.1143449359779709,13.5,1.3347
e341-il,xf-e341-il-50000,50000.0,0.07368,0.051,40.0,33.0,0.5942,3.0,0.0410375037298623,3.25,0.5737
e341-il,xf-e341-il-500000,500000.0,0.07368,0.051,40.0,33.0,1.4517,12.75,0.11516390414962,13.75,1.3835
e342-il,xf-e342-il-100000,100000.0,0.14261,0.318,39.0,33.0,1.061,8.25,0.069231887784921,8.25,1.061
