airfoil_id,polar_id,Re,max_thickness,x_at_max_thickness,max_camber,x_at_max_camber,max_cl,alpha_at_max_cl,cl_alpha_slope
e374-il,xf-e374-il-500000,500000.0,0.00726,0.97,0.07685,0.389,1.1266,12.75,0.1011086620835537
e374-il,xf-e374-il-500000-n5,500000.0,0.00726,0.97,0.07685,0.389,1.2022,14.25,0.10154434690639873
e376-il,xf-e376-il-100000,100000.0,0.014249999999999999,0.141,28.0,34.0,1.6561,10.0,0.11104315177154946
e376-il,xf-e376-il-100000-n5,100000.0,0.014249999999999999,0.141,28.0,34.0,1.608,9.75,0.11389500434006332
e376-il,xf-e376-il-1000000,1000000.0,0.014249999999999999,0.141,28.0,34.0,1.6889,10.75,0.10205790330686502
e376-il,xf-e376-il-1000000-n5,1000000.0,0.014249999999999999,0.141,28.0,34.0,1.7425,11.75,0.1163142464304601
e376-il,xf-e376-il-200000,200000.0,0.014249999999999999,0.141,28.0,34.0,1.635,9.75,0.11274688012197447
e376-il,xf-e376-il-200000-n5,200000.0,0.014249999999999999,0.141,28.0,34.0,1.5976,10.5,0.11366614400389997
e376-il,xf-e376-il-50000,50000.0,0.014249999999999999,0.141,28.0,34.0,1.2995,10.75,0.09294224400470794
e376-il,xf-e376-il-50000-n5,50000.0,0.014249999999999999,0.141,28.0,34.0,1.578,10.25,0.10960474891517835
e376-il,xf-e376-il-500000,500000.0,0.014249999999999999,0.141,28.0,34.0,1.6592,10.5,0.10800251291664761
e376-il,xf-e376-il-500000-n5,500000.0,0.014249999999999999,0.141,28.0,34.0,1.6907,11.0,0.1162422082282128
e377-il,xf-e377-il-100000,100000.0,0.00057,0.988,28.0,34.0,1.6814,10.25,0.11372710735060816
e377-il,xf-e377-il-100000-n5,100000.0,0.00057,0.988,28.0,34.0,1.6315,10.0,0.1154464542298557
e377-il,xf-e377-il-1000000,1000000.0,0.00057,0.988,28.0,34.0,1.72,11.5,0.1179142467721099
e377-il,xf-e377-il-1000000-n5,1000000.0,0.00057,0.988,28.0,34.0,1.7419,12.25,0.1156019553312424
e377-il,xf-e377-il-200000,200000.0,0.00057,0.988,28.0,34.0,1.676,10.25,0.117249309526648
e377-il,xf-e377-il-200000-n5,200000.0,0.00057,0.988,28.0,34.0,1.625,10.0,0.11540820432955512
e377-il,xf-e377-il-50000,50000.0,0.00057,0.988,28.0,34.0,1.6687,11.25,0.094160994182972
e377-il,xf-e377-il-50000-n5,50000.0,0.00057,0.988,28.0,34.0,1.5756,10.25,0.1106806503847441
e377-il,xf-e377-il-500000,500000.0,0.00057,0.988,28.0,34.0,1.6866,10.75,0.11741537763882638
e377-il,xf-e377-il-500000-n5,500000.0,0.00057,0.988,28.0,34.0,1.6723,11.25,0.1156702193103291
e377m-il,xf-e377m-il-100000,100000.0,0.01881,0.14,33.0,34.0,1.6671,10.25,0.11112698043363299
e377m-il,xf-e377m-il-100000-n5,100000.0,0.01881,0.14,33.0,34.0,1.6189,10.25,0.11257111209570224
e377m-il,xf-e377m-il-1000000,1000000.0,0.01881,0.14,33.0,34.0,1.711,11.25,0.11488385028192337
e377m-il,xf-e377m-il-1000000-n5,1000000.0,0.01881,0.14,33.0,34.0,1.7064,11.0,0.11336418616296225
e377m-il,xf-e377m-il-200000,200000.0,0.01881,0.14,33.0,34.0,1.661,10.5,0.11411798621059549
e377m-il,xf-e377m-il-200000-n5,200000.0,0.01881,0.14,33.0,34.0,1.6142,10.25,0.11293557844705664
e377m-il,xf-e377m-il-50000,50000.0,0.01881,0.14,33.0,34.0,1.2907,12.75,0.0911005517916426
e377m-il,xf-e377m-il-50000-n5,50000.0,0.01881,0.14,33.0,34.0,1.5536,10.5,0.10832590349252706
e377m-il,xf-e377m-il-500000,500000.0,0.01881,0.14,33.0,34.0,1.6607,10.75,0.11105341437254204
e377m-il,xf-e377m-il-500000-n5,500000.0,0.01881,0.14,33.0,34.0,1.6433,11.75,0.11384777672983729
e378-il,xf-e378-il-100000,100000.0,0.00486,0.001,28.0,34.0,1.6018,10.25,0.10507354085603109
e378-il,xf-e378-il-100000-n5,100000.0,0.00486,0.001,28.0,34.0,1.5624,10.25,0.11532562665256477
e378-il,xf-e378-il-1000000,1000000.0,0.00486,0.001,28.0,34.0,1.7036,14.0,0.11670545454545458
e378-il,xf-e378-il-1000000-n5,1000000.0,0.00486,0.001,28.0,34.0,1.7227,13.5,0.1198825460511893
e378-il,xf-e378-il-200000,200000.0,0.00486,0.001,28.0,34.0,1.5537,12.5,0.07840105966078315
e378-il,xf-e378-il-200000-n5,200000.0,0.00486,0.001,28.0,34.0,1.6037,11.0,0.11675306050443125
e378-il,xf-e378-il-50000,50000.0,0.00486,0.001,28.0,34.0,1.566,12.75,0.10699456172172314
e378-il,xf-e378-il-50000-n5,50000.0,0.00486,0.001,28.0,34.0,1.511,10.0,0.11101978258468401
e378-il,xf-e378-il-500000,500000.0,0.00486,0.001,28.0,34.0,1.6261,13.25,-0.036246041055718464
e378-il,xf-e378-il-500000-n5,500000.0,0.00486,0.001,28.0,34.0,1.6565,12.5,0.11639311965677737
e379-il,xf-e379-il-100000,100000.0,0.009660000000000002,0.405,28.0,34.0,1.5622,9.0,0.10803932093529174
e379-il,xf-e379-il-100000-n5,100000.0,0.009660000000000002,0.405,28.0,34.0,1.4164,9.5,0.10969365868659815
e379-il,xf-e379-il-1000000,1000000.0,0.009660000000000002,0.405,28.0,34.0,1.401,9.5,0.10345218382985545
e379-il,xf-e379-il-200000,200000.0,0.009660000000000002,0.405,28.0,34.0,1.5143,9.25,0.10860648656976367
e379-il,xf-e379-il-200000-n5,200000.0,0.009660000000000002,0.405,28.0,34.0,1.4409,9.5,0.10795379524389151
e379-il,xf-e379-il-50000,50000.0,0.009660000000000002,0.405,28.0,34.0,1.4608,10.75,0.06177262792775029
e379-il,xf-e379-il-50000-n5,50000.0,0.009660000000000002,0.405,28.0,34.0,1.446,9.25,0.10757101591942587
e379-il,xf-e379-il-500000,500000.0,0.009660000000000002,0.405,28.0,34.0,1.5456,8.75,0.11180779993492307
e379-il,xf-e379-il-500000-n5,500000.0,0.009660000000000002,0.405,28.0,34.0,1.4611,12.25,0.11113182230123982
e385-il,xf-e385-il-100000,100000.0,0.08321,0.254,0.09773,0.383,1.5629,12.25,0.11125139079792373
e385-il,xf-e385-il-100000-n5,100000.0,0.08321,0.254,0.09773,0.383,1.441,8.0,0.099697726070862
e385-il,xf-e385-il-1000000,1000000.0,0.08321,0.254,0.09773,0.383,1.6278,13.0,0.10207671352301625
e385-il,xf-e385-il-1000000-n5,1000000.0,0.08321,0.254,0.09773,0.383,1.6761,13.0,0.10140992974745813
e385-il,xf-e385-il-200000,200000.0,0.08321,0.254,0.09773,0.383,1.5418,13.0,0.09933136637299479
e385-il,xf-e385-il-200000-n5,200000.0,0.08321,0.254,0.09773,0.383,1.4987,14.0,0.09736557656414838
e385-il,xf-e385-il-50000,50000.0,0.08321,0.254,0.09773,0.383,1.512,11.75,0.12622645756708564
e385-il,xf-e385-il-50000-n5,50000.0,0.08321,0.254,0.09773,0.383,1.408,9.25,0.10579634056055
e385-il,xf-e385-il-500000,500000.0,0.08321,0.254,0.09773,0.383,1.5744,13.5,0.10029114754098362
e385-il,xf-e385-il-500000-n5,500000.0,0.08321,0.254,0.09773,0.383,1.5766,11.75,0.09789446491367959
e387-il,xf-e387-il-100000,100000.0,0.0010899999999999998,0.987,0.08247,0.355,1.3076,11.0,0.09920296139608674
e387-il,xf-e387-il-100000-n5,100000.0,0.0010899999999999998,0.987,0.08247,0.355,1.2478,12.75,0.09708321523003706
e387-il,xf-e387-il-1000000,1000000.0,0.0010899999999999998,0.987,0.08247,0.355,1.3867,13.25,0.1032642586072359
e387-il,xf-e387-il-1000000-n5,1000000.0,0.0010899999999999998,0.987,0.08247,0.355,1.4394,14.0,0.10377133449571466
e387-il,xf-e387-il-200000,200000.0,0.0010899999999999998,0.987,0.08247,0.355,1.319,11.75,0.09777288207297728
e387-il,xf-e387-il-200000-n5,200000.0,0.0010899999999999998,0.987,0.08247,0.355,1.2906,13.25,0.09871694998333796
e387-il,xf-e387-il-50000,50000.0,0.0010899999999999998,0.987,0.08247,0.355,1.2994,11.0,0.11303425040899363
e387-il,xf-e387-il-50000-n5,50000.0,0.0010899999999999998,0.987,0.08247,0.355,1.1751,12.75,0.09726130089899523
e387-il,xf-e387-il-500000,500000.0,0.0010899999999999998,0.987,0.08247,0.355,1.3536,12.75,0.10144503437334743
e387-il,xf-e387-il-500000-n5,500000.0,0.0010899999999999998,0.987,0.08247,0.355,1.3571,13.5,0.10144087784179835
e392-il,xf-e392-il-100000,100000.0,0.01764,0.006,0.088,0.36,1.3775,12.0,0.10243777895293493
e392-il,xf-e392-il-100000-n5,100000.0,0.01764,0.006,0.088,0.36,1.2814,13.75,0.09822242199894238
e392-il,xf-e392-il-1000000,1000000.0,0.01764,0.006,0.088,0.36,1.4513,14.5,0.10337752579744289
e392-il,xf-e392-il-1000000-n5,1000000.0,0.01764,0.006,0.088,0.36,1.5231,15.25,0.10336872093200566
e392-il,xf-e392-il-200000,200000.0,0.01764,0.006,0.088,0.36,1.3615,12.75,0.09869558963511373
e392-il,xf-e392-il-200000-n5,200000.0,0.01764,0.006,0.088,0.36,1.3316,14.0,0.09861531687476083
e392-il,xf-e392-il-50000,50000.0,0.01764,0.006,0.088,0.36,1.3419,11.25,0.11253251481088095
e392-il,xf-e392-il-50000-n5,50000.0,0.01764,0.006,0.088,0.36,1.199,13.25,0.0996031094658911
e392-il,xf-e392-il-500000,500000.0,0.01764,0.006,0.088,0.36,1.3978,14.0,0.10165030142781599
e392-il,xf-e392-il-500000-n5,500000.0,0.01764,0.006,0.088,0.36,1.4098,14.5,0.10087085293835218
e393-il,xf-e393-il-100000,100000.0,0.00175,0.0,30.0,33.0,1.3739,13.5,0.10853182443151772
e393-il,xf-e393-il-100000-n5,100000.0,0.00175,0.0,30.0,33.0,1.3018,10.75,0.0996236741928588
e393-il,xf-e393-il-1000000,1000000.0,0.00175,0.0,30.0,33.0,1.5064,13.0,0.10212468119234903
e393-il,xf-e393-il-1000000-n5,1000000.0,0.00175,0.0,30.0,33.0,1.5503,13.75,0.10140558847806848
e393-il,xf-e393-il-200000,200000.0,0.00175,0.0,30.0,33.0,1.3657,13.75,0.10038699101004758
e393-il,xf-e393-il-200000-n5,200000.0,0.00175,0.0,30.0,33.0,1.3644,12.5,0.09827158117398203
e393-il,xf-e393-il-50000,50000.0,0.00175,0.0,30.0,33.0,1.3737,12.0,0.11086114596640236
e393-il,xf-e393-il-50000-n5,50000.0,0.00175,0.0,30.0,33.0,1.2404,9.75,0.10176025383395032
e393-il,xf-e393-il-500000,500000.0,0.00175,0.0,30.0,33.0,1.4203,14.0,0.10079273248492633
e393-il,xf-e393-il-500000-n5,500000.0,0.00175,0.0,30.0,33.0,1.4613,13.0,0.09946121438057226
e395-il,xf-e395-il-100000,100000.0,0.12289,0.295,36.0,37.0,1.491,9.5,0.11604053194958336
e395-il,xf-e395-il-100000-n5,100000.0,0.12289,0.295,36.0,37.0,1.4134,9.5,0.09743384452670543
e395-il,xf-e395-il-1000000,1000000.0,0.12289,0.295,36.0,37.0,1.6567,15.75,0.09742111052353257
e395-il,xf-e395-il-1000000-n5,1000000.0,0.12289,0.295,36.0,37.0,1.6877,16.5,0.0951032751508805
e395-il,xf-e395-il-200000,200000.0,0.12289,0.295,36.0,37.0,1.489,9.0,0.09925950290851403
e395-il,xf-e395-il-200000-n5,200000.0,0.12289,0.295,36.0,37.0,1.471,14.0,0.09410117398202009
e395-il,xf-e395-il-50000,50000.0,0.12289,0.295,36.0,37.0,1.4867,13.5,0.10209131425395945
e395-il,xf-e395-il-50000-n5,50000.0,0.12289,0.295,36.0,37.0,1.3372,11.25,0.09640348811292722
e395-il,xf-e395-il-500000,500000.0,0.12289,0.295,36.0,37.0,1.5513,14.0,0.09611453273276589
e395-il,xf-e395-il-500000-n5,500000.0,0.12289,0.295,36.0,37.0,1.5877,15.5,0.09368086257651242
e396-il,xf-e396-il-100000,100000.0,0.036629999999999996,0.83,36.0,37.0,1.5276,10.0,0.11114888255428275
e396-il,xf-e396-il-100000-n5,100000.0,0.036629999999999996,0.83,36.0,37.0,1.4391,10.25,0.09613901639344263
e396-il,xf-e396-il-1000000,1000000.0,0.036629999999999996,0.83,36.0,37.0,1.6546,15.75,0.09843261761821398
e396-il,xf-e396-il-1000000-n5,1000000.0,0.036629999999999996,0.83,36.0,37.0,1.671,17.25,0.09508672619042052
e396-il,xf-e396-il-200000,200000.0,0.036629999999999996,0.83,36.0,37.0,1.5356,9.5,0.10069844526705451
e396-il,xf-e396-il-200000-n5,200000.0,0.036629999999999996,0.83,36.0,37.0,1.477,14.75,0.09541309360126916
e396-il,xf-e396-il-50000,50000.0,0.036629999999999996,0.83,36.0,37.0,1.4843,14.5,0.09431784241142256
e396-il,xf-e396-il-50000-n5,50000.0,0.036629999999999996,0.83,36.0,37.0,1.3449,12.5,0.08948942075490121
e396-il,xf-e396-il-500000,500000.0,0.036629999999999996,0.83,36.0,37.0,1.5626,14.75,0.09814681617600039
e396-il,xf-e396-il-500000-n5,500000.0,0.036629999999999996,0.83,36.0,37.0,1.5805,16.5,0.09498782676565704
e397-il,xf-e397-il-100000,100000.0,0.03859,0.829,36.0,37.0,1.4734,10.5,0.10682542570068743
e397-il,xf-e397-il-100000-n5,100000.0,0.03859,0.829,36.0,37.0,1.3871,11.5,0.092996784769963
e397-il,xf-e397-il-1000000,1000000.0,0.03859,0.829,36.0,37.0,1.6407,16.75,0.09472103422330651
e397-il,xf-e397-il-1000000-n5,1000000.0,0.03859,0.829,36.0,37.0,1.6562,17.75,0.09115347663267845
e397-il,xf-e397-il-200000,200000.0,0.03859,0.829,36.0,37.0,1.4924,9.25,0.0993198730830249
e397-il,xf-e397-il-200000-n5,200000.0,0.03859,0.829,36.0,37.0,1.4572,15.0,0.09299249977846698
e397-il,xf-e397-il-50000,50000.0,0.03859,0.829,36.0,37.0,1.4688,14.0,0.09548943266900961
e397-il,xf-e397-il-50000-n5,50000.0,0.03859,0.829,36.0,37.0,1.3078,12.5,0.08804683600801937
e397-il,xf-e397-il-500000,500000.0,0.03859,0.829,36.0,37.0,1.5377,14.75,0.09579615354247935
e397-il,xf-e397-il-500000-n5,500000.0,0.03859,0.829,36.0,37.0,1.5641,16.5,0.09107409836065576
e398-il,xf-e398-il-100000,100000.0,0.01624,0.003,37.0,36.0,1.5543,11.0,0.0948334426229508
e398-il,xf-e398-il-100000-n5,100000.0,0.01624,0.003,37.0,36.0,1.454,10.75,0.09658159703860392
e398-il,xf-e398-il-1000000,1000000.0,0.01624,0.003,37.0,36.0,1.6477,16.75,0.10272751910687955
e398-il,xf-e398-il-1000000-n5,1000000.0,0.01624,0.003,37.0,36.0,1.6476,18.0,0.09853012910800539
e398-il,xf-e398-il-200000,200000.0,0.01624,0.003,37.0,36.0,1.5803,10.25,0.10306542570068747
e398-il,xf-e398-il-200000-n5,200000.0,0.01624,0.003,37.0,36.0,1.4926,9.5,0.09916452670544681
e398-il,xf-e398-il-50000,50000.0,0.01624,0.003,37.0,36.0,0.8001,9.75,0.08918260627952208
e398-il,xf-e398-il-50000-n5,50000.0,0.01624,0.003,37.0,36.0,1.3291,14.0,0.08070751590586196
e398-il,xf-e398-il-500000,500000.0,0.01624,0.003,37.0,36.0,1.5609,10.25,0.10246419883659443
e398-il,xf-e398-il-500000-n5,500000.0,0.01624,0.003,37.0,36.0,1.5644,16.75,0.09850587716370222
e399-il,xf-e399-il-100000,100000.0,0.016059999999999998,0.003,36.0,37.0,1.5444,11.0,0.09162500264410366
e399-il,xf-e399-il-100000-n5,100000.0,0.016059999999999998,0.003,36.0,37.0,1.4414,11.0,0.09593400317292436
e399-il,xf-e399-il-1000000,1000000.0,0.016059999999999998,0.003,36.0,37.0,1.6417,17.25,0.10256040353089535
e399-il,xf-e399-il-1000000-n5,1000000.0,0.016059999999999998,0.003,36.0,37.0,1.6399,17.75,0.0983861575668802
e399-il,xf-e399-il-200000,200000.0,0.016059999999999998,0.003,36.0,37.0,1.574,10.25,0.10283132734003175
e399-il,xf-e399-il-200000-n5,200000.0,0.016059999999999998,0.003,36.0,37.0,1.4844,9.75,0.098866372896917
e399-il,xf-e399-il-50000,50000.0,0.016059999999999998,0.003,36.0,37.0,0.781,10.25,0.08821440507667903
e399-il,xf-e399-il-50000-n5,50000.0,0.016059999999999998,0.003,36.0,37.0,1.3152,14.5,0.0800463300907559
e399-il,xf-e399-il-500000,500000.0,0.016059999999999998,0.003,36.0,37.0,1.5542,10.0,0.10232746694870443
e399-il,xf-e399-il-500000-n5,500000.0,0.016059999999999998,0.003,36.0,37.0,1.5571,17.25,0.09790928754581639
e403-il,xf-e403-il-100000,100000.0,0.0,0.0,30.0,32.0,1.2819,12.5,0.12871735589635114
e403-il,xf-e403-il-100000-n5,100000.0,0.0,0.0,30.0,32.0,1.2228,14.25,0.11166163934426232
e403-il,xf-e403-il-1000000,1000000.0,0.0,0.0,30.0,32.0,1.4774,15.25,0.08855437334743521
e403-il,xf-e403-il-1000000-n5,1000000.0,0.0,0.0,30.0,32.0,1.5405,15.5,0.08799183500793233
e403-il,xf-e403-il-200000,200000.0,0.0,0.0,30.0,32.0,1.3414,13.25,0.1188847170809096
e403-il,xf-e403-il-200000-n5,200000.0,0.0,0.0,30.0,32.0,1.3188,14.5,0.10286672565186784
e403-il,xf-e403-il-50000,50000.0,0.0,0.0,30.0,32.0,1.2532,11.5,0.11811727128503441
e403-il,xf-e403-il-50000-n5,50000.0,0.0,0.0,30.0,32.0,1.1339,13.75,0.11528378635642521
e403-il,xf-e403-il-500000,500000.0,0.0,0.0,30.0,32.0,1.4109,14.5,0.0982923532522475
e403-il,xf-e403-il-500000-n5,500000.0,0.0,0.0,30.0,32.0,1.4233,14.5,0.0885577366472766
e407-il,xf-e407-il-100000,100000.0,0.021089999999999998,0.007,37.0,36.0,1.3243,12.0,0.1265471796587488
e407-il,xf-e407-il-100000-n5,100000.0,0.021089999999999998,0.007,37.0,36.0,1.2532,13.75,0.1090245487652275
e407-il,xf-e407-il-1000000,1000000.0,0.021089999999999998,0.007,37.0,36.0,1.5852,14.75,0.08863997884717081
e407-il,xf-e407-il-1000000-n5,1000000.0,0.021089999999999998,0.007,37.0,36.0,1.6245,15.75,0.0881884529002664
e407-il,xf-e407-il-200000,200000.0,0.021089999999999998,0.007,37.0,36.0,1.3257,13.25,0.11581973558963514
e407-il,xf-e407-il-200000-n5,200000.0,0.021089999999999998,0.007,37.0,36.0,1.3484,13.75,0.10060277102062401
e407-il,xf-e407-il-50000,50000.0,0.021089999999999998,0.007,37.0,36.0,1.2981,11.25,0.1207165097831835
e407-il,xf-e407-il-50000-n5,50000.0,0.021089999999999998,0.007,37.0,36.0,1.1843,13.5,0.11248078733802623
e407-il,xf-e407-il-500000,500000.0,0.021089999999999998,0.007,37.0,36.0,1.4385,13.75,0.09488517640415685
e407-il,xf-e407-il-500000-n5,500000.0,0.021089999999999998,0.007,37.0,36.0,1.5107,15.25,0.08810295081967211
e417-il,xf-e417-il-100000,100000.0,0.0,0.0,30.0,32.0,1.2204,11.75,0.12436340560549977
e417-il,xf-e417-il-100000-n5,100000.0,0.0,0.0,30.0,32.0,1.2041,12.5,0.11204162319093668
e417-il,xf-e417-il-1000000,1000000.0,0.0,0.0,30.0,32.0,1.4038,13.0,0.09040181914331044
e417-il,xf-e417-il-1000000-n5,1000000.0,0.0,0.0,30.0,32.0,1.4658,14.5,0.08839891287991063
e417-il,xf-e417-il-200000,200000.0,0.0,0.0,30.0,32.0,1.2865,11.5,0.11954039132734008
e417-il,xf-e417-il-200000-n5,200000.0,0.0,0.0,30.0,32.0,1.2821,13.0,0.104463458795973
e417-il,xf-e417-il-50000,50000.0,0.0,0.0,30.0,32.0,1.1646,10.75,0.11515919619249078
e417-il,xf-e417-il-50000-n5,50000.0,0.0,0.0,30.0,32.0,1.1009,12.25,0.11579806492772945
e417-il,xf-e417-il-500000,500000.0,0.0,0.0,30.0,32.0,1.3592,12.75,0.10185804770748741
e417-il,xf-e417-il-500000-n5,500000.0,0.0,0.0,30.0,32.0,1.365,13.5,0.09384882072977262
e420-il,xf-e420-il-100000,100000.0,0.07188,0.025,38.0,35.0,0.9356,0.75,0.03117066394135892
e420-il,xf-e420-il-100000-n5,100000.0,0.07188,0.025,38.0,35.0,1.5672,6.5,0.08796177055550652
e420-il,xf-e420-il-1000000,1000000.0,0.07188,0.025,38.0,35.0,2.2201,14.25,0.09848126916975147
e420-il,xf-e420-il-1000000-n5,1000000.0,0.07188,0.025,38.0,35.0,2.1189,13.0,0.09700790831698594
e420-il,xf-e420-il-200000,200000.0,0.07188,0.025,38.0,35.0,2.0034,11.0,0.09351606557377051
e420-il,xf-e420-il-200000-n5,200000.0,0.07188,0.025,38.0,35.0,1.9484,12.0,0.09501661427929953
e420-il,xf-e420-il-50000,50000.0,0.07188,0.025,38.0,35.0,1.2746,19.25,0.10027058699101005
e420-il,xf-e420-il-50000-n5,50000.0,0.07188,0.025,38.0,35.0,1.0795,10.0,0.056613832794409104
e420-il,xf-e420-il-500000,500000.0,0.07188,0.025,38.0,35.0,2.1714,14.0,0.1013167213114754
e420-il,xf-e420-il-500000-n5,500000.0,0.07188,0.025,38.0,35.0,2.074,13.5,0.09558358589661448
e421-il,xf-e421-il-100000,100000.0,0.040819999999999995,0.008,39.0,34.0,0.9966,2.25,0.047825293305562115
e421-il,xf-e421-il-100000-n5,100000.0,0.040819999999999995,0.008,39.0,34.0,1.5264,8.25,0.08524857995687571
e421-il,xf-e421-il-1000000,1000000.0,0.040819999999999995,0.008,39.0,34.0,2.0686,14.25,0.10169370703331566
e421-il,xf-e421-il-1000000-n5,1000000.0,0.040819999999999995,0.008,39.0,34.0,1.9693,13.0,0.10088125903347074
e421-il,xf-e421-il-200000,200000.0,0.040819999999999995,0.008,39.0,34.0,1.9638,13.75,0.09950870438921204
e421-il,xf-e421-il-200000-n5,200000.0,0.040819999999999995,0.008,39.0,34.0,1.8375,12.5,0.09838536043823355
e421-il,xf-e421-il-50000,50000.0,0.040819999999999995,0.008,39.0,34.0,0.9339,12.5,0.0875529076422569
e421-il,xf-e421-il-50000-n5,50000.0,0.040819999999999995,0.008,39.0,34.0,0.9693,9.0,0.04635116102126394
e421-il,xf-e421-il-500000,500000.0,0.040819999999999995,0.008,39.0,34.0,2.0221,14.25,0.10298650449497623
e421-il,xf-e421-il-500000-n5,500000.0,0.040819999999999995,0.008,39.0,34.0,1.9363,13.5,0.09909382720425347
e422-il,xf-e422-il-100000,100000.0,0.027790000000000002,0.004,39.0,34.0,0.9717,4.5,0.05207127361667435
e422-il,xf-e422-il-100000-n5,100000.0,0.027790000000000002,0.004,39.0,34.0,1.4537,9.75,0.09271929902806335
e422-il,xf-e422-il-1000000,1000000.0,0.027790000000000002,0.004,39.0,34.0,1.9021,14.0,0.10662062400846117
e422-il,xf-e422-il-1000000-n5,1000000.0,0.027790000000000002,0.004,39.0,34.0,1.8036,13.0,0.10603734937098358
e422-il,xf-e422-il-200000,200000.0,0.027790000000000002,0.004,39.0,34.0,1.8103,12.5,0.10305387625594929
e422-il,xf-e422-il-200000-n5,200000.0,0.027790000000000002,0.004,39.0,34.0,1.7071,13.0,0.10236497748502242
e422-il,xf-e422-il-50000,50000.0,0.027790000000000002,0.004,39.0,34.0,0.7451,10.0,0.052864222652092716
e422-il,xf-e422-il-50000-n5,50000.0,0.027790000000000002,0.004,39.0,34.0,0.9537,10.5,0.052245166592955895
e422-il,xf-e422-il-500000,500000.0,0.027790000000000002,0.004,39.0,34.0,1.8633,14.25,0.10580666314119518
e422-il,xf-e422-il-500000-n5,500000.0,0.027790000000000002,0.004,39.0,34.0,1.7823,13.25,0.10393480925799278
e423-il,xf-e423-il-100000,100000.0,0.11077000000000001,0.107,0.15828,0.405,1.3151,12.5,0.07440236070572592
e423-il,xf-e423-il-100000-n5,100000.0,0.11077000000000001,0.107,0.15828,0.405,1.6237,14.25,0.0817357324774469
e423-il,xf-e423-il-1000000,1000000.0,0.11077000000000001,0.107,0.15828,0.405,2.0391,12.5,0.096881882601798
e423-il,xf-e423-il-1000000-n5,1000000.0,0.11077000000000001,0.107,0.15828,0.405,1.9376,12.0,0.09445695630222561
e423-il,xf-e423-il-200000,200000.0,0.11077000000000001,0.107,0.15828,0.405,2.0035,12.5,0.10002121700472352
e423-il,xf-e423-il-200000-n5,200000.0,0.11077000000000001,0.107,0.15828,0.405,1.8723,11.75,0.09131914420672409
e423-il,xf-e423-il-50000,50000.0,0.11077000000000001,0.107,0.15828,0.405,1.123,14.25,0.10684662844135011
e423-il,xf-e423-il-50000-n5,50000.0,0.11077000000000001,0.107,0.15828,0.405,1.2699,12.5,0.07594208061702319
e423-il,xf-e423-il-500000,500000.0,0.11077000000000001,0.107,0.15828,0.405,2.019,12.75,0.09618775251189844
e423-il,xf-e423-il-500000-n5,500000.0,0.11077000000000001,0.107,0.15828,0.405,1.9206,11.75,0.0931586838824806
e426-il,xf-e426-il-100000,100000.0,0.0015,0.987,21.0,20.0,1.107,10.5,0.11094936915261772
e426-il,xf-e426-il-100000-n5,100000.0,0.0015,0.987,21.0,20.0,1.2157,12.5,0.10888311940591892
e426-il,xf-e426-il-1000000,1000000.0,0.0015,0.987,21.0,20.0,1.4726,14.5,0.11058540379020775
e426-il,xf-e426-il-1000000-n5,1000000.0,0.0015,0.987,21.0,20.0,1.4864,14.75,0.10982115661074678
e426-il,xf-e426-il-200000,200000.0,0.0015,0.987,21.0,20.0,1.3138,13.25,0.11061680506432248
e426-il,xf-e426-il-200000-n5,200000.0,0.0015,0.987,21.0,20.0,1.3248,13.5,0.10869012200197942
e426-il,xf-e426-il-50000,50000.0,0.0015,0.987,21.0,20.0,0.8458,7.5,0.11121269993164723
e426-il,xf-e426-il-50000-n5,50000.0,0.0015,0.987,21.0,20.0,1.0472,10.5,0.10781888947646749
e426-il,xf-e426-il-500000,500000.0,0.0015,0.987,21.0,20.0,1.4237,14.0,0.11077855103120048
e426-il,xf-e426-il-500000-n5,500000.0,0.0015,0.987,21.0,20.0,1.4025,14.0,0.10882404580822101
e428-il,xf-e428-il-100000,100000.0,0.0018,0.987,21.0,20.0,1.1643,11.25,0.11160162876784774
e428-il,xf-e428-il-100000-n5,100000.0,0.0018,0.987,21.0,20.0,1.1939,12.25,0.10879615435191273
e428-il,xf-e428-il-1000000,1000000.0,0.0018,0.987,21.0,20.0,1.4466,13.75,0.11089043150859723
e428-il,xf-e428-il-1000000-n5,1000000.0,0.0018,0.987,21.0,20.0,1.485,15.25,0.11002821632952639
e428-il,xf-e428-il-200000,200000.0,0.0018,0.987,21.0,20.0,1.2612,12.5,0.1107865679534638
e428-il,xf-e428-il-200000-n5,200000.0,0.0018,0.987,21.0,20.0,1.2922,13.0,0.10929007023881943
e428-il,xf-e428-il-50000,50000.0,0.0018,0.987,21.0,20.0,0.8548,8.0,0.1100733990147784
e428-il,xf-e428-il-50000-n5,50000.0,0.0018,0.987,21.0,20.0,1.0245,10.25,0.10824029613960869
e428-il,xf-e428-il-500000,500000.0,0.0018,0.987,21.0,20.0,1.384,13.5,0.11113108408249607
e428-il,xf-e428-il-500000-n5,500000.0,0.0018,0.987,21.0,20.0,1.3827,13.75,0.10926412847314464
e431-il,xf-e431-il-100000,100000.0,0.0874,0.077,38.0,35.0,1.401,17.0,0.10491318099658532
e431-il,xf-e431-il-100000-n5,100000.0,0.0874,0.077,38.0,35.0,1.3134,14.25,0.09006011333327348
e431-il,xf-e431-il-1000000,1000000.0,0.0874,0.077,38.0,35.0,1.5641,17.5,0.09753062815630294
